Date,"Afghanistan, Afghanistan","Albania, Albania","Algeria, Algeria","Andorra, Andorra","Angola, Angola","Antigua and Barbuda, Antigua and Barbuda","Argentina, Argentina","Armenia, Armenia","Australian Capital Territory, Australia","New South Wales, Australia","Northern Territory, Australia","Queensland, Australia","South Australia, Australia","Tasmania, Australia","Victoria, Australia","Western Australia, Australia","Austria, Austria","Azerbaijan, Azerbaijan","Bahamas, Bahamas","Bahrain, Bahrain","Bangladesh, Bangladesh","Barbados, Barbados","Belarus, Belarus","Belgium, Belgium","Belize, Belize","Benin, Benin","Bhutan, Bhutan","Bolivia, Bolivia","Bosnia and Herzegovina, Bosnia and Herzegovina","Botswana, Botswana","Brazil, Brazil","Brunei, Brunei","Bulgaria, Bulgaria","Burkina Faso, Burkina Faso","Burma, Burma","Burundi, Burundi","Cabo Verde, Cabo Verde","Cambodia, Cambodia","Cameroon, Cameroon","Alberta, Canada","British Columbia, Canada","Manitoba, Canada","New Brunswick, Canada","Newfoundland and Labrador, Canada","Northwest Territories, Canada","Nova Scotia, Canada","Nunavut, Canada","Ontario, Canada","Prince Edward Island, Canada","Quebec, Canada","Saskatchewan, Canada","Yukon, Canada","Central African Republic, Central African Republic","Chad, Chad","Chile, Chile","Anhui, China","Beijing, China","Chongqing, China","Fujian, China","Gansu, China","Guangdong, China","Guangxi, China","Guizhou, China","Hainan, China","Hebei, China","Heilongjiang, China","Henan, China","Hong Kong, China","Hubei, China","Hunan, China","Inner Mongolia, China","Jiangsu, China","Jiangxi, China","Jilin, China","Liaoning, China","Macau, China","Ningxia, China","Qinghai, China","Shaanxi, China","Shandong, China","Shanghai, China","Shanxi, China","Sichuan, China","Tianjin, China","Tibet, China","Xinjiang, China","Yunnan, China","Zhejiang, China","Colombia, Colombia","Comoros, Comoros","Congo (Brazzaville), Congo (Brazzaville)","Congo (Kinshasa), Congo (Kinshasa)","Costa Rica, Costa Rica","Cote d'Ivoire, Cote d'Ivoire","Croatia, Croatia","Cuba, Cuba","Cyprus, Cyprus","Czechia, Czechia","Faroe Islands, Denmark","Greenland, Denmark","Denmark, Denmark","Djibouti, Djibouti","Dominica, Dominica","Dominican Republic, Dominican Republic","Ecuador, Ecuador","Egypt, Egypt","El Salvador, El Salvador","Equatorial Guinea, Equatorial Guinea","Eritrea, Eritrea","Estonia, Estonia","Eswatini, Eswatini","Ethiopia, Ethiopia","Fiji, Fiji","Finland, Finland","French Guiana, France","French Polynesia, France","Guadeloupe, France","Martinique, France","Mayotte, France","New Caledonia, France","Reunion, France","Saint Barthelemy, France","Saint Pierre and Miquelon, France","St Martin, France","Wallis and Futuna, France","France, France","Gabon, Gabon","Gambia, Gambia","Georgia, Georgia","Germany, Germany","Ghana, Ghana","Greece, Greece","Grenada, Grenada","Guatemala, Guatemala","Guinea, Guinea","Guinea-Bissau, Guinea-Bissau","Guyana, Guyana","Haiti, Haiti","Holy See, Holy See","Honduras, Honduras","Hungary, Hungary","Iceland, Iceland","India, India","Indonesia, Indonesia","Iran, Iran","Iraq, Iraq","Ireland, Ireland","Israel, Israel","Italy, Italy","Jamaica, Jamaica","Japan, Japan","Jordan, Jordan","Kazakhstan, Kazakhstan","Kenya, Kenya","Kiribati, Kiribati","Korea, South, Korea, South","Kosovo, Kosovo","Kuwait, Kuwait","Kyrgyzstan, Kyrgyzstan","Laos, Laos","Latvia, Latvia","Lebanon, Lebanon","Lesotho, Lesotho","Liberia, Liberia","Libya, Libya","Liechtenstein, Liechtenstein","Lithuania, Lithuania","Luxembourg, Luxembourg","Madagascar, Madagascar","Malawi, Malawi","Malaysia, Malaysia","Maldives, Maldives","Mali, Mali","Malta, Malta","Marshall Islands, Marshall Islands","Mauritania, Mauritania","Mauritius, Mauritius","Mexico, Mexico","Micronesia, Micronesia","Moldova, Moldova","Monaco, Monaco","Mongolia, Mongolia","Montenegro, Montenegro","Morocco, Morocco","Mozambique, Mozambique","Namibia, Namibia","Nepal, Nepal","Aruba, Netherlands","Bonaire, Sint Eustatius and Saba, Netherlands","Curacao, Netherlands","Sint Maarten, Netherlands","Netherlands, Netherlands","Cook Islands, New Zealand","New Zealand, New Zealand","Nicaragua, Nicaragua","Niger, Niger","Nigeria, Nigeria","North Macedonia, North Macedonia","Norway, Norway","Oman, Oman","Pakistan, Pakistan","Palau, Palau","Panama, Panama","Papua New Guinea, Papua New Guinea","Paraguay, Paraguay","Peru, Peru","Philippines, Philippines","Poland, Poland","Portugal, Portugal","Qatar, Qatar","Romania, Romania","Russia, Russia","Rwanda, Rwanda","Saint Kitts and Nevis, Saint Kitts and Nevis","Saint Lucia, Saint Lucia","Saint Vincent and the Grenadines, Saint Vincent and the Grenadines","Samoa, Samoa","San Marino, San Marino","Sao Tome and Principe, Sao Tome and Principe","Saudi Arabia, Saudi Arabia","Senegal, Senegal","Serbia, Serbia","Seychelles, Seychelles","Sierra Leone, Sierra Leone","Singapore, Singapore","Slovakia, Slovakia","Slovenia, Slovenia","Solomon Islands, Solomon Islands","Somalia, Somalia","South Africa, South Africa","South Sudan, South Sudan","Spain, Spain","Sri Lanka, Sri Lanka","Sudan, Sudan","Summer Olympics 2020, Summer Olympics 2020","Suriname, Suriname","Sweden, Sweden","Switzerland, Switzerland","Syria, Syria","Taiwan*, Taiwan*","Tajikistan, Tajikistan","Tanzania, Tanzania","Thailand, Thailand","Timor-Leste, Timor-Leste","Togo, Togo","Trinidad and Tobago, Trinidad and Tobago","Tunisia, Tunisia","Turkey, Turkey","Uganda, Uganda","Ukraine, Ukraine","United Arab Emirates, United Arab Emirates","Anguilla, United Kingdom","Bermuda, United Kingdom","British Virgin Islands, United Kingdom","Cayman Islands, United Kingdom","Channel Islands, United Kingdom","Falkland Islands (Malvinas), United Kingdom","Gibraltar, United Kingdom","Isle of Man, United Kingdom","Montserrat, United Kingdom","Saint Helena, Ascension and Tristan da Cunha, United Kingdom","Turks and Caicos Islands, United Kingdom","United Kingdom, United Kingdom","Uruguay, Uruguay","Uzbekistan, Uzbekistan","Vanuatu, Vanuatu","Venezuela, Venezuela","Vietnam, Vietnam","West Bank and Gaza, West Bank and Gaza","Yemen, Yemen","Zambia, Zambia","Zimbabwe, Zimbabwe","Alabama, US","Alaska, US","Arizona, US","Arkansas, US","California, US","Colorado, US","Connecticut, US","Delaware, US","Florida, US","Georgia, US","Harris, Texas, US","Hawaii, US","Idaho, US","Illinois, US","Indiana, US","Iowa, US","Kansas, US","Kentucky, US","Louisiana, US","Maine, US","Maryland, US","Massachusetts, US","Michigan, US","Minnesota, US","Mississippi, US","Missouri, US","Montana, US","Nebraska, US","Nevada, US","New Hampshire, US","New Jersey, US","New Mexico, US","New York, US","North Carolina, US","North Dakota, US","Ohio, US","Oklahoma, US","Oregon, US","Pennsylvania, US","Rhode Island, US","South Carolina, US","South Dakota, US","Tennessee, US","Texas, US","Utah, US","Vermont, US","Virginia, US","Washington, US","West Virginia, US","Wisconsin, US","Wyoming, US"
1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,4,2,6,3,2,1,0,2,0,2,0,5,0,4,5,1,1,1,0,0,3,4,7,0,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,18,5,0,21,18,0,3,1,2,4,0,105,15,1,4,11,2,1,0,1,0,2,9,4,0,7,4,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,30,8,2,25,0,1,11,6,5,23,3,212,19,6,9,0,1,13,0,1,1,10,12,13,5,13,2,0,1,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,27,18,17,3,33,13,1,3,5,6,51,3,297,26,0,15,18,0,4,3,1,0,7,19,7,3,16,4,0,1,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,35,24,7,40,10,2,11,5,6,45,0,365,31,4,14,36,2,6,1,3,5,13,29,13,4,25,9,0,1,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,11,22,21,5,56,5,2,7,15,12,40,0,2131,43,4,23,37,2,7,1,4,0,11,20,13,14,21,1,0,5,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,15,4,5,70,7,0,3,15,5,38,2,0,78,1,29,0,1,5,0,1,0,10,35,30,0,18,3,0,3,11,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,35,17,2,77,20,3,3,17,6,72,0,1349,56,3,30,53,5,2,0,5,2,7,28,16,8,34,4,1,1,15,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,25,29,19,3,82,9,17,6,17,15,74,2,903,55,1,39,78,0,7,0,4,0,24,26,23,4,35,1,0,3,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
