Date,Anderson,Andrews,Angelina,Aransas,Archer,Armstrong,Atascosa,Austin,Bailey,Bandera,Bastrop,Baylor,Bee,Bell,Bexar,Blanco,Borden,Bosque,Bowie,Brazoria,Brazos,Brewster,Briscoe,Brooks,Brown,Burleson,Burnet,Caldwell,Calhoun,Callahan,Cameron,Camp,Carson,Cass,Castro,Chambers,Cherokee,Childress,Clay,Cochran,Coke,Coleman,Collin,Collingsworth,Colorado,Comal,Comanche,Concho,Cooke,Coryell,Cottle,Crane,Crockett,Crosby,Culberson,Dallam,Dallas,Dawson,DeWitt,Deaf Smith,Delta,Denton,Dickens,Dimmit,Donley,Duval,Eastland,Ector,Edwards,El Paso,Ellis,Erath,Falls,Fannin,Fayette,Fisher,Floyd,Foard,Fort Bend,Franklin,Freestone,Frio,Gaines,Galveston,Garza,Gillespie,Glasscock,Goliad,Gonzales,Gray,Grayson,Gregg,Grimes,Guadalupe,Hale,Hall,Hamilton,Hansford,Hardeman,Hardin,Harris,Harrison,Hartley,Haskell,Hays,Hemphill,Henderson,Hidalgo,Hill,Hockley,Hood,Hopkins,Houston,Howard,Hudspeth,Hunt,Hutchinson,Irion,Jack,Jackson,Jasper,Jeff Davis,Jefferson,Jim Hogg,Jim Wells,Johnson,Jones,Karnes,Kaufman,Kendall,Kenedy,Kent,Kerr,Kimble,King,Kinney,Kleberg,Knox,La Salle,Lamar,Lamb,Lampasas,Lavaca,Lee,Leon,Liberty,Limestone,Lipscomb,Live Oak,Llano,Loving,Lubbock,Lynn,Madison,Marion,Martin,Mason,Matagorda,Maverick,McCulloch,McLennan,McMullen,Medina,Menard,Midland,Milam,Mills,Mitchell,Montague,Montgomery,Moore,Morris,Motley,Nacogdoches,Navarro,Newton,Nolan,Nueces,Ochiltree,Oldham,Orange,Palo Pinto,Panola,Parker,Parmer,Pecos,Polk,Potter,Presidio,Rains,Randall,Reagan,Real,Red River,Reeves,Refugio,Roberts,Robertson,Rockwall,Runnels,Rusk,Sabine,San Augustine,San Jacinto,San Patricio,San Saba,Schleicher,Scurry,Shackelford,Shelby,Sherman,Smith,Somervell,Starr,Stephens,Sterling,Stonewall,Sutton,Swisher,Tarrant,Taylor,Terrell,Terry,Throckmorton,Titus,Tom Green,Travis,Trinity,Tyler,Upshur,Upton,Uvalde,Val Verde,Van Zandt,Victoria,Walker,Waller,Ward,Washington,Webb,Wharton,Wheeler,Wichita,Wilbarger,Willacy,Williamson,Wilson,Winkler,Wise,Wood,Yoakum,Young,Zapata,Zavala
8/23/20,5,0,4,2,0,0,6,2,1,0,5,0,48,6,196,1,0,2,4,51,42,0,0,4,2,1,1,3,0,0,75,1,0,0,0,2,1,0,0,0,1,2,32,0,0,3,0,2,8,14,0,0,1,0,0,0,280,0,6,3,0,24,1,0,0,4,0,6,0,43,23,2,1,2,0,0,0,0,35,0,68,3,0,37,1,3,0,0,1,0,11,3,1,4,0,0,0,0,0,1,922,0,1,0,15,3,4,187,3,0,11,0,3,1,0,13,1,0,0,0,7,0,8,2,12,9,1,2,12,2,0,0,2,0,0,0,12,0,0,1,0,2,2,0,7,30,4,0,2,1,0,17,0,0,0,0,2,9,26,2,19,2,5,0,2,0,0,0,0,7,0,0,0,3,14,3,0,36,1,0,10,3,2,8,0,1,2,0,0,0,2,0,0,0,2,1,0,1,5,0,5,0,0,1,11,1,0,0,0,1,0,9,0,53,1,0,0,1,1,75,11,0,0,0,1,13,101,1,4,2,0,3,12,1,4,14,2,0,1,109,4,1,10,3,9,16,4,0,0,0,0,0,4,1
8/24/20,0,0,1,3,3,1,7,1,0,2,10,0,10,2,142,0,0,4,1,36,21,0,0,1,1,7,24,3,1,2,69,0,0,4,0,3,10,0,1,0,0,0,72,0,0,27,1,2,2,5,0,0,1,1,0,2,210,0,0,5,0,31,4,2,0,2,1,29,0,13,23,5,1,79,4,1,0,0,45,0,10,2,0,12,0,1,1,0,29,2,13,3,8,8,1,0,0,0,0,1,890,0,0,1,24,0,1,307,3,5,19,0,0,8,2,7,3,0,2,0,3,0,17,5,13,22,3,19,10,7,0,1,4,0,0,0,5,0,0,2,5,3,1,5,2,21,10,0,28,1,0,33,2,4,0,1,1,1,19,1,8,0,10,0,4,6,0,0,2,28,3,0,0,15,18,1,0,47,1,0,5,3,1,14,0,9,1,7,1,0,15,2,5,0,3,2,0,2,10,2,3,0,0,2,0,0,1,0,1,0,0,4,4,18,2,0,0,1,2,143,6,0,0,0,4,9,172,1,0,8,1,8,0,1,20,4,3,0,8,103,0,0,10,1,1,37,0,0,4,1,0,1,0,1
8/25/20,1,1,4,4,1,0,11,0,1,1,6,0,12,6,248,0,0,4,13,255,37,0,0,4,3,0,1,2,5,3,38,0,0,16,1,2,17,3,3,0,1,1,63,0,1,38,1,4,1,3,0,0,0,2,0,0,3101,1,0,10,0,24,4,1,1,4,5,18,0,22,20,18,2,46,5,2,0,0,90,0,49,3,0,3,0,3,0,1,17,0,18,1,0,21,0,0,0,2,0,3,713,6,1,0,25,2,1,385,0,4,18,1,0,17,0,8,5,0,1,6,6,0,7,0,13,18,3,18,17,11,0,0,3,0,0,0,6,0,1,0,8,2,2,3,2,63,10,0,10,1,0,47,0,3,3,0,0,3,18,5,17,0,5,0,33,6,0,0,6,237,7,0,0,10,12,0,0,41,0,0,1,1,0,11,7,9,2,15,0,0,15,2,7,0,6,0,0,2,5,0,6,0,0,1,2,0,0,0,0,4,2,3,2,14,0,0,1,0,2,228,4,0,2,0,1,1,184,0,1,0,0,10,9,0,20,21,2,3,2,253,2,0,11,2,4,52,6,1,2,2,0,2,2,1
8/26/20,14,1,10,1,1,0,10,1,2,3,5,0,13,18,310,0,0,6,4,112,82,0,0,2,1,0,10,5,2,1,179,4,0,8,6,2,20,0,4,2,1,0,62,0,1,32,1,1,0,25,0,0,0,3,0,0,366,1,4,12,0,38,3,0,0,6,2,16,0,27,19,8,2,32,4,0,1,0,161,4,11,0,0,50,0,2,0,0,13,3,13,26,3,17,1,1,1,0,0,11,763,5,0,1,37,2,8,479,3,3,12,3,1,10,0,3,0,0,0,5,1,0,15,2,15,16,2,7,13,2,0,0,4,0,0,0,2,1,0,4,7,4,8,1,4,36,3,0,1,0,0,33,0,2,1,1,1,3,47,3,47,1,5,0,34,2,0,0,7,104,3,1,0,30,20,0,1,84,2,0,1,4,3,6,5,3,1,12,0,0,18,3,9,2,5,0,2,0,4,0,22,0,4,3,4,1,0,0,0,5,1,8,0,12,3,0,0,0,5,286,10,0,3,0,5,24,164,0,2,9,0,7,7,0,6,19,6,1,2,328,3,0,12,2,5,38,9,0,9,0,0,0,8,1
8/27/20,24,0,3,3,4,0,9,5,3,1,10,2,5,4,395,0,0,2,4,149,80,2,0,4,2,2,4,12,11,23,133,2,0,1,8,10,16,1,1,0,0,3,117,0,11,41,4,5,4,12,1,0,0,0,1,3,608,2,12,16,0,78,4,4,1,8,15,11,0,687,39,9,1,11,4,3,0,0,130,0,1,7,0,57,0,2,0,0,2,0,19,7,9,18,1,0,0,0,0,5,2392,2,3,1,58,0,2,685,8,2,7,0,1,15,1,20,1,1,2,4,5,0,47,0,18,24,0,4,33,3,1,0,5,0,0,1,9,0,0,10,7,1,4,1,4,34,5,0,1,0,0,63,0,1,1,0,6,6,59,12,49,1,9,0,27,6,0,2,2,56,1,2,0,17,13,4,11,67,0,0,24,5,2,11,2,1,3,21,3,2,19,3,0,1,6,2,1,6,17,3,4,0,0,4,5,0,0,46,1,10,1,2,3,24,0,0,1,0,1,351,18,0,2,0,11,13,257,1,3,1,0,4,4,4,23,12,9,2,2,178,9,1,38,1,7,44,12,3,9,5,1,25,2,1
8/28/20,2,8,5,2,1,0,11,7,0,4,10,0,4,8,353,0,0,4,5,430,49,0,0,3,4,1,26,10,2,2,122,0,0,5,5,3,13,1,0,0,0,2,80,0,0,19,3,4,9,36,0,0,2,0,0,1,414,7,7,11,1,40,6,2,0,1,1,47,0,49,25,12,2,1,0,2,2,0,109,1,3,7,14,18,1,1,0,2,3,6,6,9,1,28,0,0,2,1,0,3,1487,14,0,0,37,2,3,515,3,4,18,3,4,3,0,21,3,0,2,4,3,0,14,0,7,21,1,1,9,5,0,0,1,1,0,0,11,0,1,1,2,3,3,1,6,11,13,0,16,1,0,22,1,2,2,1,1,7,28,4,35,3,15,0,31,5,1,0,6,87,9,2,0,13,16,1,2,30,1,1,3,6,3,10,3,3,0,21,2,2,13,1,1,1,2,1,0,0,7,3,8,0,1,0,12,3,0,0,1,3,0,10,2,8,0,1,0,0,3,222,36,0,1,0,6,22,134,0,1,1,0,7,3,2,39,21,4,2,1,166,3,0,7,0,9,27,6,3,10,1,1,1,2,1
8/29/20,9,1,8,2,1,0,7,1,0,0,7,0,42,16,254,2,0,2,13,85,61,2,0,6,1,0,8,3,6,0,96,3,0,1,1,4,11,1,2,0,0,0,53,2,8,9,4,0,9,40,0,0,0,1,6,0,260,0,25,5,0,54,0,3,1,1,1,8,0,163,17,12,3,5,3,0,0,0,53,0,2,12,0,68,2,1,0,0,0,1,21,23,0,5,0,0,0,0,0,29,672,5,0,1,25,0,5,172,6,2,5,3,6,0,1,6,1,0,2,1,4,0,19,1,9,25,3,0,36,1,0,0,3,0,0,2,13,0,0,2,0,3,6,0,3,18,22,1,2,0,0,17,1,2,0,0,0,10,19,4,26,0,1,0,15,1,0,0,2,47,2,0,0,17,12,0,0,170,2,0,22,0,6,9,1,6,4,3,0,1,5,0,0,0,0,0,0,0,10,4,22,1,2,0,17,0,0,0,0,8,0,22,8,53,1,0,0,0,0,231,30,0,0,1,1,20,277,0,0,3,0,7,18,6,4,16,2,0,0,80,6,1,8,4,9,23,2,0,4,3,0,0,1,2
8/30/20,2,0,1,0,0,0,1,0,0,0,5,0,7,2,61,0,0,2,2,26,13,0,0,3,0,0,5,0,0,0,5,0,0,0,0,3,0,2,0,0,0,1,29,0,1,7,0,0,1,8,0,0,0,0,0,0,143,1,0,0,0,24,0,1,0,0,0,0,0,6,10,2,0,0,0,0,0,0,8,0,4,2,0,20,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,1,602,0,0,0,4,0,2,24,1,0,5,2,0,0,0,4,0,0,0,0,0,0,1,0,5,17,0,1,15,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,1,1,4,0,0,0,0,9,0,2,0,0,0,0,0,1,22,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,11,0,0,1,2,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,19,0,2,0,0,1,0,0,0,0,0,0,0,2,0,20,0,0,0,0,1,53,9,0,0,0,0,4,72,0,2,0,0,0,0,3,0,6,6,0,3,47,0,0,5,0,4,0,0,0,4,0,0,0,1,0
8/31/20,11,1,7,0,2,1,13,2,0,0,10,0,13,31,215,0,0,5,20,43,69,3,0,4,4,1,4,3,13,0,95,6,0,3,3,2,18,0,1,1,2,0,61,0,1,38,3,5,2,378,0,3,0,2,4,1,169,2,14,1,1,36,7,4,0,7,1,34,0,23,20,17,6,6,4,0,0,0,59,0,0,39,0,23,1,1,0,0,6,1,33,20,2,9,1,0,0,1,0,0,1116,12,2,1,47,0,6,273,6,4,1,4,3,7,1,11,3,0,0,6,2,2,8,0,35,12,2,3,9,4,0,1,3,0,0,2,22,0,0,1,8,2,12,1,2,5,3,1,3,1,0,18,1,1,1,2,0,11,58,4,69,1,16,0,15,7,0,0,1,85,2,2,0,17,16,4,0,30,2,1,1,1,4,5,3,1,0,13,2,0,9,1,0,2,3,6,0,2,5,5,15,0,1,2,1,0,0,0,0,7,0,12,0,50,1,0,0,0,1,222,16,0,1,0,18,12,179,3,2,15,0,14,19,1,17,13,0,3,2,131,4,0,10,0,8,30,1,3,2,6,1,4,1,0
9/1/20,1,2,5,1,0,0,15,0,1,0,4,1,13,21,293,2,0,5,9,22,40,5,0,5,0,3,4,4,2,1,123,1,0,6,2,0,6,0,0,1,0,0,64,0,0,41,2,4,5,139,0,1,1,1,3,1,250,0,5,9,0,31,10,0,1,2,3,41,0,14,20,11,1,10,4,1,0,0,65,1,1,19,1,16,0,6,0,0,1,3,12,2,4,10,0,0,2,0,0,0,793,1,0,0,27,2,2,158,1,3,5,5,0,6,0,6,3,0,4,1,7,0,14,3,10,17,0,13,4,4,0,0,0,0,0,0,8,0,0,0,6,0,4,0,2,9,5,0,6,0,0,36,0,1,1,2,0,3,22,3,25,0,13,0,23,7,1,0,3,82,4,1,1,25,8,0,0,48,1,1,3,0,5,9,1,12,3,25,3,0,29,2,0,0,4,2,0,1,13,0,3,0,0,1,7,0,0,0,0,8,1,1,2,30,0,2,0,0,2,224,20,0,1,0,6,13,139,2,2,1,1,8,7,2,22,19,5,0,7,84,3,0,14,3,10,28,1,0,2,0,1,1,1,1
9/2/20,3,0,5,1,5,0,6,1,0,0,2,0,2,14,228,0,0,1,4,32,53,1,0,0,0,1,0,3,1,0,110,3,0,4,1,3,3,0,1,2,0,2,47,1,0,35,0,1,3,5,0,1,0,0,1,0,114,0,2,4,0,14,2,3,0,6,4,13,0,13,21,3,0,2,0,0,0,0,63,0,0,4,1,24,0,2,0,0,0,0,16,1,2,8,0,0,0,0,0,2,1506,9,0,0,13,3,1,184,9,6,2,5,1,5,0,9,2,0,0,0,4,0,11,2,11,11,1,0,5,2,0,0,1,0,0,0,7,0,0,1,2,0,1,1,0,10,5,0,1,0,0,26,0,0,0,0,0,4,33,4,49,1,8,0,21,3,0,2,5,100,1,3,0,7,19,0,1,16,1,1,1,3,3,7,3,11,2,17,5,0,14,0,0,1,2,1,0,1,12,2,8,0,1,4,0,0,1,0,0,4,1,1,0,23,1,0,0,0,2,142,16,0,2,0,2,10,108,7,4,5,0,16,1,0,9,11,4,0,0,119,5,0,9,2,7,21,2,2,1,2,4,1,2,0
9/3/20,5,3,2,8,2,0,4,4,0,0,5,0,6,9,220,0,0,6,8,98,69,0,0,8,1,1,2,5,3,0,153,5,2,5,3,37,4,1,1,1,0,2,58,2,1,37,0,1,1,119,0,0,0,1,1,0,192,1,11,1,0,29,4,0,0,2,0,22,0,43,14,9,2,1,1,0,2,0,161,2,0,9,0,74,0,1,0,3,0,4,11,12,14,10,0,0,1,0,0,3,1233,11,0,0,30,1,1,228,4,1,5,6,0,8,0,3,2,0,0,4,2,3,40,1,4,10,1,1,4,7,0,0,0,0,0,0,12,1,0,2,4,0,5,0,3,26,7,0,2,0,0,13,1,4,1,0,2,6,21,3,49,0,7,0,10,0,1,1,3,127,1,2,0,12,21,0,3,29,0,0,4,13,2,3,2,0,6,19,3,0,37,0,0,3,4,1,0,1,24,1,14,0,2,4,10,1,2,0,0,4,2,16,2,33,0,0,0,0,2,120,7,0,0,0,1,4,175,1,3,6,0,4,3,1,21,14,4,2,2,124,8,0,8,7,10,30,2,3,4,5,1,8,12,0
9/4/20,7,0,1,6,0,0,1,1,1,0,4,0,10,2,247,0,0,2,14,56,51,0,1,3,0,0,1,4,0,1,152,1,0,2,1,4,3,0,0,2,0,2,78,0,2,17,2,1,5,6,0,0,1,0,0,1,247,1,0,7,0,44,1,0,0,6,9,11,0,26,21,5,2,4,2,2,1,0,81,3,1,0,1,35,1,1,0,1,0,5,23,8,0,6,0,0,0,1,0,13,950,3,2,0,21,2,3,130,5,1,6,7,1,13,1,0,6,0,2,0,4,0,17,0,6,5,0,2,12,0,0,0,0,0,0,0,5,0,0,3,2,4,0,5,0,21,5,0,0,0,0,18,3,2,3,0,0,2,12,2,33,0,7,0,18,3,0,1,5,76,4,0,0,0,12,0,3,46,0,0,11,5,1,11,6,2,0,20,1,0,17,0,0,0,4,0,0,2,2,0,12,0,0,26,7,0,0,0,0,9,0,5,0,12,0,0,0,0,0,198,18,0,0,0,12,7,149,1,2,2,1,2,41,0,21,18,18,1,2,48,6,0,8,1,7,24,0,0,3,1,1,2,23,0
9/5/20,3,0,7,1,0,0,6,2,0,0,7,0,2,6,251,1,0,6,2,31,62,0,0,4,1,0,0,6,3,1,74,2,0,0,0,9,7,0,0,0,0,0,68,0,1,10,0,0,0,253,0,0,0,0,0,1,280,1,8,1,0,66,1,0,0,5,9,5,0,135,15,2,0,3,1,0,1,0,126,0,1,0,1,39,1,2,0,0,1,0,4,19,1,19,1,0,1,0,0,62,583,3,0,0,18,0,5,423,10,0,3,4,1,2,1,5,1,0,0,0,12,0,129,0,18,9,0,0,13,1,0,0,2,0,0,0,6,0,0,1,0,3,1,0,0,29,0,0,0,1,0,8,0,0,0,0,0,4,26,0,11,0,13,0,16,0,0,0,1,54,0,2,0,11,12,1,0,48,0,0,47,1,5,2,0,1,1,5,0,1,3,0,0,1,0,0,0,0,6,8,9,1,1,0,3,1,0,0,0,2,0,19,0,20,0,0,0,0,1,167,10,0,0,0,0,21,85,1,0,4,0,3,31,0,4,11,5,0,1,156,5,0,7,0,0,18,5,0,4,5,0,0,6,2
9/6/20,4,0,4,1,0,0,0,1,0,0,6,0,2,4,98,0,0,1,11,14,48,1,0,1,0,4,1,2,0,0,66,1,0,0,0,0,0,0,0,0,0,1,51,0,0,1,0,0,2,3,0,0,0,0,0,0,152,0,2,0,0,32,0,0,0,1,1,11,0,15,9,5,1,2,0,0,1,0,22,2,0,3,1,18,0,0,0,1,2,0,9,7,6,1,0,0,0,0,0,0,360,4,1,1,18,0,3,115,8,0,5,2,0,2,0,5,2,0,0,2,1,0,6,0,9,4,0,0,7,0,0,1,0,0,0,0,5,0,0,1,0,1,1,0,0,1,1,0,0,2,0,17,0,6,1,0,1,5,2,0,23,0,0,0,0,3,0,0,0,35,0,0,0,19,1,0,0,19,0,0,0,6,0,3,1,2,0,1,1,0,3,0,0,0,0,1,0,3,6,3,3,0,0,0,2,0,0,0,0,1,0,10,0,10,0,0,0,0,0,16,6,0,0,0,2,12,52,0,0,2,0,1,16,1,2,12,1,0,1,90,8,0,6,0,5,5,0,0,0,4,0,0,0,0
9/7/20,151,1,3,1,2,0,5,1,0,0,5,0,8,4,79,1,0,2,8,37,57,1,0,1,3,0,0,1,3,0,37,1,0,3,0,3,2,0,0,0,1,1,88,0,0,4,0,0,1,1,0,0,0,0,0,0,130,2,4,1,0,36,0,2,1,3,1,4,0,60,11,5,0,3,2,0,0,0,19,0,0,1,0,12,0,1,0,0,1,1,13,6,0,5,2,0,0,0,0,4,104,5,0,0,19,0,2,85,7,1,1,1,1,2,0,10,5,0,0,3,0,0,6,1,15,5,1,0,11,0,0,0,0,0,0,0,15,0,0,0,1,4,1,0,0,155,0,0,0,0,0,32,0,0,0,0,0,6,22,0,11,0,0,1,0,0,0,0,1,2,0,0,0,7,17,0,0,21,0,0,4,3,6,1,0,4,0,12,0,0,17,0,0,0,0,1,0,1,6,2,6,0,0,1,4,0,0,0,0,3,0,8,0,26,0,0,0,0,0,23,8,0,0,0,2,4,85,0,0,2,0,2,18,1,1,7,2,1,0,67,1,0,5,0,3,6,3,0,2,42,1,0,1,2
9/8/20,29,1,2,1,1,0,7,9,0,2,8,0,4,16,196,1,0,0,15,73,18,0,0,2,4,2,4,1,3,2,140,1,0,7,5,2,4,0,0,0,0,0,39,0,2,41,5,1,2,14,0,0,0,0,2,0,283,7,9,1,0,51,2,0,1,6,3,40,0,360,26,3,0,0,0,7,0,0,82,0,0,1,10,35,0,0,1,0,2,2,18,8,3,11,2,1,0,1,0,12,978,4,2,0,56,3,4,180,0,1,15,1,2,12,4,1,7,0,0,3,4,0,25,0,15,8,2,1,10,6,0,0,3,1,0,0,10,0,0,7,3,0,5,3,0,32,4,1,1,1,0,26,1,4,0,0,0,2,9,4,50,0,13,2,26,2,2,2,1,104,3,1,0,9,15,1,13,38,0,0,2,9,1,8,1,5,4,10,0,0,9,0,0,1,3,0,0,0,35,1,6,1,1,7,3,0,1,17,0,2,0,10,1,22,0,0,0,0,0,290,20,0,2,0,3,9,160,1,2,2,2,5,4,2,27,20,16,1,1,102,9,0,9,0,1,50,2,2,8,2,0,1,4,1
9/9/20,53,0,5,0,0,0,15,3,0,0,23,0,6,3,111,1,0,3,13,33,9,3,0,1,0,4,12,4,2,2,59,1,0,3,2,0,0,0,2,1,1,0,43,0,2,26,3,1,1,75,2,0,0,1,0,2,147,2,0,5,4,30,1,2,1,0,1,22,0,12,17,12,5,4,6,1,0,0,84,0,1,1,2,26,0,1,0,0,0,2,10,2,4,9,0,0,1,2,2,0,1238,1,0,2,80,4,0,147,2,3,19,8,3,30,0,2,2,0,0,3,6,0,10,0,4,19,0,0,8,2,0,0,0,0,0,0,2,0,1,0,7,1,1,1,3,10,5,0,0,1,0,16,0,2,0,0,1,4,8,2,23,0,2,0,8,1,3,0,5,80,2,2,0,8,11,1,1,16,0,0,0,4,1,20,6,3,0,27,0,0,31,0,0,0,4,1,1,1,3,2,10,0,0,7,3,0,0,0,1,1,1,0,3,12,0,0,2,0,2,251,4,0,0,0,5,12,168,1,6,5,0,3,0,0,6,17,5,0,0,107,1,0,10,0,1,16,3,1,3,1,4,1,0,8
9/10/20,7,0,12,4,0,0,14,4,0,3,3,0,6,15,159,0,0,4,41,61,23,0,0,0,5,1,0,5,2,0,146,0,1,6,1,3,1,2,0,0,0,0,65,0,3,36,10,3,9,12,0,1,0,2,0,0,207,2,0,4,1,43,0,0,0,0,2,10,0,52,13,10,1,5,3,2,3,1,128,10,1,3,0,27,0,2,0,0,0,2,17,10,2,10,0,0,0,2,0,7,1393,6,0,0,47,2,7,580,3,1,7,13,1,41,0,7,5,0,1,1,8,0,34,0,13,14,1,1,13,7,0,0,3,0,0,0,4,0,0,1,0,4,4,1,1,84,4,0,1,0,0,38,0,1,1,1,1,3,8,3,73,1,7,1,8,1,1,3,1,159,0,3,0,19,16,1,9,41,3,0,18,4,5,12,5,1,8,33,0,0,27,0,0,2,1,0,0,3,19,3,11,0,2,4,11,0,0,13,0,1,1,7,0,20,0,1,1,1,1,253,13,0,3,0,5,18,257,4,2,8,0,2,3,3,20,36,15,2,0,76,8,1,7,1,1,24,8,2,4,3,0,7,2,0
9/11/20,0,0,1,0,0,0,11,1,2,4,4,0,6,3,177,0,0,4,3,38,7,5,0,0,0,3,3,2,3,0,90,0,0,2,0,0,0,1,0,2,0,1,81,0,4,29,1,0,5,10,1,0,0,1,1,4,119,0,0,10,1,11,0,0,2,1,0,10,0,187,9,2,1,1,0,0,3,1,43,1,1,2,0,11,0,3,0,0,2,1,24,14,2,13,0,3,1,1,0,2,647,3,1,0,21,0,0,106,10,5,7,0,1,24,1,1,1,0,0,5,5,0,20,1,13,2,1,1,5,13,0,0,3,0,0,1,1,0,0,0,5,4,3,4,0,2,4,3,7,1,0,11,0,6,0,0,0,0,3,3,12,1,2,0,7,3,1,0,0,154,3,5,0,2,20,1,3,52,2,0,1,0,0,7,1,2,1,19,1,0,15,0,0,0,0,0,0,1,4,4,1,1,0,8,2,0,0,0,0,8,0,0,1,35,0,0,0,1,3,178,8,0,0,0,0,6,105,13,3,2,0,0,2,0,12,141,5,0,1,93,0,0,10,1,0,10,8,2,3,0,0,0,0,1
9/12/20,6,4,7,0,1,0,2,0,12,0,0,0,2,18,172,0,1,6,17,50,34,1,0,0,2,3,0,6,2,1,80,2,1,7,11,6,4,0,3,15,0,0,107,0,0,9,1,0,8,7,2,1,0,21,0,2,253,25,13,11,0,77,11,2,0,3,4,12,0,60,40,6,0,2,5,3,19,1,75,0,0,3,32,38,17,2,0,1,0,5,4,16,1,7,250,0,2,0,0,8,516,6,1,1,44,1,3,88,10,103,4,8,2,2,0,6,14,0,0,1,7,0,28,2,13,18,1,0,14,0,0,0,1,0,0,0,5,1,0,2,78,2,2,0,2,2,1,0,0,3,0,2799,16,4,0,1,0,2,18,0,30,0,8,0,19,0,0,0,0,46,0,2,1,13,6,1,4,30,1,0,7,11,5,9,6,0,4,5,0,0,7,0,1,2,0,0,0,6,18,4,8,0,0,3,1,0,0,7,0,2,0,18,0,30,0,0,0,0,8,196,9,0,35,0,6,22,95,1,0,5,0,2,16,3,7,37,4,0,0,121,6,0,12,9,9,21,3,1,8,5,14,1,2,4
9/13/20,5,0,14,2,0,0,12,2,1,1,2,0,4,30,300,0,0,4,8,30,19,1,0,2,3,0,0,1,0,2,68,2,0,12,0,18,0,0,0,0,0,0,113,0,0,16,3,0,9,4,0,0,0,0,1,1,351,2,2,3,1,141,1,1,0,1,3,21,0,267,16,4,3,2,5,0,2,0,91,1,0,2,3,29,0,0,1,0,1,0,3,30,0,11,0,0,2,0,0,3,6822,4,1,0,13,0,4,185,8,1,1,0,2,1,2,7,1,0,0,0,8,0,19,2,8,6,1,1,14,4,0,1,4,0,2,0,5,0,0,4,1,3,1,0,1,10,5,1,1,0,0,129,0,0,0,0,0,3,22,1,58,0,16,0,0,0,0,0,2,54,0,2,0,9,4,1,6,27,0,0,5,6,3,14,0,2,2,4,1,0,7,0,0,0,0,1,0,3,10,0,2,0,0,10,6,0,0,7,1,7,0,11,0,14,0,0,0,0,0,176,16,1,3,0,1,23,68,0,1,3,0,10,10,6,4,29,9,0,1,79,4,0,5,0,3,17,7,0,5,2,0,1,1,4
9/14/20,4,1,3,5,1,0,17,2,0,3,1,0,13,12,158,0,0,1,17,59,17,4,1,2,0,0,3,8,2,0,130,10,0,7,1,5,18,0,1,0,1,0,143,0,5,35,2,0,6,6,1,1,0,0,1,0,280,3,13,4,0,95,0,1,0,1,7,18,0,50,22,7,1,4,7,0,0,0,98,6,1,16,0,41,0,6,0,1,2,3,43,15,10,9,0,0,0,0,0,8,889,1,2,1,60,0,3,175,15,9,5,12,1,16,0,11,3,0,0,2,14,0,32,0,15,11,3,1,9,3,0,0,0,0,0,4,4,0,1,0,1,4,2,0,0,24,6,0,7,0,0,98,0,1,0,1,0,21,12,0,28,1,14,1,9,4,2,2,0,127,2,2,0,9,17,1,2,45,1,0,5,3,1,10,2,3,3,38,0,0,30,0,0,1,6,0,0,1,9,5,15,0,2,4,4,1,0,8,0,1,0,56,1,10,0,0,1,2,1,308,16,0,2,0,9,11,176,1,4,1,1,4,11,7,19,31,5,2,12,117,7,0,6,0,0,56,10,3,8,4,0,1,3,5
9/15/20,66,1,2,2,0,0,6,13,0,0,4,0,5,1,161,0,0,2,18,46,49,0,0,5,0,4,12,4,5,2,128,3,0,3,0,2,16,1,0,2,0,3,58,0,2,36,3,0,9,5,0,3,0,0,5,2,191,0,2,11,0,37,2,2,0,4,2,18,0,291,23,3,0,3,3,0,0,0,112,1,0,0,0,29,0,1,0,0,1,4,27,8,6,11,3,0,1,0,0,2,598,9,4,0,21,0,3,200,2,3,7,1,1,23,1,1,4,0,3,4,11,0,19,0,9,21,3,1,11,3,0,0,2,0,0,0,3,0,0,0,2,1,5,1,0,11,7,2,0,2,0,94,0,3,0,1,0,4,4,2,44,1,7,1,21,3,0,2,4,130,5,0,0,16,7,2,0,22,1,0,1,2,3,23,1,1,3,26,1,0,31,0,0,0,2,0,0,1,11,1,7,1,0,2,0,1,0,3,0,2,0,5,1,8,1,0,0,0,0,283,8,0,1,0,2,5,179,0,1,2,0,1,4,2,10,16,5,4,6,58,24,0,13,3,1,36,0,0,3,1,0,6,1,2
